,Unnamed: 0,Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
2560,3559,2023,Entry-Level,Full-Time,Data Scientist,100000,USD,0,Medium
2561,3560,2023,Entry-Level,Full-Time,Data Scientist,70000,USD,0,Medium
2562,3561,2023,Mid-Level,Full-Time,Business Intelligence Developer,56604,USD,0,Medium
2563,3562,2023,Mid-Level,Full-Time,Business Intelligence Developer,31447,USD,0,Medium
2564,3563,2023,Mid-Level,Full-Time,Data Scientist,135700,USD,0,Medium
2565,3564,2023,Mid-Level,Full-Time,Data Scientist,108560,USD,0,Medium
2566,3565,2023,Senior-Level,Full-Time,Research Engineer,300000,USD,0,Medium
2567,3566,2023,Senior-Level,Full-Time,Research Engineer,180000,USD,0,Medium
2568,3567,2023,Senior-Level,Full-Time,Business Intelligence Analyst,189000,USD,100,Medium
2569,3568,2023,Senior-Level,Full-Time,Business Intelligence Analyst,118100,USD,100,Medium
2570,3569,2023,Senior-Level,Full-Time,Data Science Lead,148300,USD,0,Medium
2571,3570,2023,Senior-Level,Full-Time,Data Science Lead,84700,USD,0,Medium
2572,3571,2023,Entry-Level,Full-Time,Research Engineer,41487,USD,0,Medium
2573,3572,2023,Entry-Level,Full-Time,Research Engineer,39492,USD,0,Medium
2574,3573,2023,Senior-Level,Full-Time,ML Engineer,275000,USD,0,Medium
2575,3574,2023,Senior-Level,Full-Time,ML Engineer,121200,USD,0,Medium
2576,3575,2023,Mid-Level,Full-Time,Analytics Engineer,149925,USD,0,Medium
2577,3576,2023,Mid-Level,Full-Time,Analytics Engineer,91260,USD,0,Medium
2578,3577,2023,Senior-Level,Full-Time,BI Developer,88051,USD,0,Medium
2579,3578,2023,Senior-Level,Full-Time,BI Developer,76227,USD,0,Medium
2580,3579,2023,Senior-Level,Full-Time,Data Scientist,277000,USD,0,Medium
2581,3580,2023,Senior-Level,Full-Time,Data Scientist,173000,USD,0,Medium
2582,3581,2023,Senior-Level,Full-Time,Data Scientist,242000,USD,0,Medium
2583,3582,2023,Senior-Level,Full-Time,Data Scientist,106200,USD,0,Medium
2584,3583,2023,Mid-Level,Full-Time,Data Quality Manager,70441,USD,0,Medium
2585,3584,2023,Mid-Level,Full-Time,Data Quality Manager,50315,USD,0,Medium
2586,3585,2023,Senior-Level,Full-Time,Applied Scientist,250900,USD,0,Medium
2587,3586,2023,Senior-Level,Full-Time,Applied Scientist,135200,USD,0,Medium
2588,3587,2023,Senior-Level,Full-Time,Data Scientist,187415,USD,0,Medium
2589,3588,2023,Senior-Level,Full-Time,Data Scientist,114080,USD,0,Medium
2590,3589,2023,Mid-Level,Full-Time,Data Scientist,220000,USD,0,Medium
2591,3590,2023,Mid-Level,Full-Time,Data Scientist,137500,USD,0,Medium
2592,3591,2023,Mid-Level,Full-Time,Data Analyst,119000,USD,0,Medium
2593,3592,2023,Mid-Level,Full-Time,Data Analyst,52100,USD,0,Medium
2594,3593,2023,Senior-Level,Full-Time,Business Intelligence Developer,120000,USD,100,Medium
2595,3594,2023,Senior-Level,Full-Time,Business Intelligence Developer,102000,USD,100,Medium
2596,3595,2023,Entry-Level,Full-Time,Data Analyst,64000,USD,0,Medium
2597,3596,2023,Entry-Level,Full-Time,Data Analyst,60000,USD,0,Medium
2598,3597,2023,Mid-Level,Full-Time,Data Engineer,179000,USD,0,Medium
2599,3598,2023,Mid-Level,Full-Time,Data Engineer,112000,USD,0,Medium
2600,3599,2023,Entry-Level,Full-Time,Data Analyst,65000,USD,0,Medium
2601,3600,2023,Entry-Level,Full-Time,Data Analyst,54000,USD,0,Medium
2602,3601,2023,Mid-Level,Full-Time,Business Intelligence Analyst,119000,USD,0,Medium
2603,3602,2023,Mid-Level,Full-Time,Business Intelligence Analyst,52100,USD,0,Medium
2604,3603,2023,Mid-Level,Full-Time,Data Engineer,152000,USD,100,Medium
2605,3604,2023,Mid-Level,Full-Time,Data Engineer,99000,USD,100,Medium
2606,3605,2023,Executive-Level,Full-Time,Head of Data,113208,USD,100,Medium
2607,3606,2023,Executive-Level,Full-Time,Head of Data,94340,USD,100,Medium
2608,3607,2023,Senior-Level,Full-Time,Machine Learning Engineer,250000,USD,0,Medium
2609,3608,2023,Senior-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
2610,3609,2023,Entry-Level,Full-Time,Data Scientist,113800,USD,0,Medium
2611,3610,2023,Entry-Level,Full-Time,Data Scientist,63200,USD,0,Medium
2612,3611,2023,Senior-Level,Full-Time,Data Scientist,210000,USD,0,Medium
2613,3612,2023,Senior-Level,Full-Time,Data Scientist,160000,USD,0,Medium
2614,3613,2023,Mid-Level,Full-Time,Data Engineer,170000,USD,0,Medium
2615,3614,2023,Mid-Level,Full-Time,Data Engineer,130000,USD,0,Medium
2616,3615,2023,Senior-Level,Full-Time,Research Scientist,247600,USD,0,Large
2617,3616,2023,Senior-Level,Full-Time,Research Scientist,127300,USD,0,Large
2618,3619,2023,Mid-Level,Full-Time,Machine Learning Engineer,125000,USD,0,Medium
2619,3620,2023,Mid-Level,Full-Time,Machine Learning Engineer,100000,USD,0,Medium
2620,3622,2023,Senior-Level,Full-Time,Data Scientist,140000,USD,0,Medium
2621,3623,2023,Senior-Level,Full-Time,Data Engineer,247300,USD,0,Medium
2622,3624,2023,Senior-Level,Full-Time,Data Engineer,139700,USD,0,Medium
2623,3625,2023,Senior-Level,Full-Time,Data Analyst,192000,USD,100,Medium
2624,3626,2023,Senior-Level,Full-Time,Data Analyst,138240,USD,100,Medium
2625,3627,2023,Senior-Level,Full-Time,Data Scientist,170000,USD,0,Medium
2626,3628,2023,Senior-Level,Full-Time,Data Scientist,130000,USD,0,Medium
2627,3629,2023,Senior-Level,Full-Time,Data Architect,100000,USD,100,Medium
2628,3630,2023,Senior-Level,Full-Time,Data Architect,90000,USD,100,Medium
2629,3631,2023,Senior-Level,Full-Time,Data Analyst,170000,USD,100,Medium
2630,3632,2023,Senior-Level,Full-Time,Data Analyst,130000,USD,100,Medium
2631,3633,2023,Mid-Level,Full-Time,Data Engineer,186000,USD,0,Medium
2632,3634,2023,Mid-Level,Full-Time,Data Engineer,81800,USD,0,Medium
2633,3635,2023,Senior-Level,Full-Time,Data Engineer,180514,USD,100,Medium
2634,3636,2023,Senior-Level,Full-Time,Data Engineer,108308,USD,100,Medium
2635,3637,2023,Senior-Level,Full-Time,Data Engineer,166000,USD,0,Medium
2636,3638,2023,Senior-Level,Full-Time,Data Engineer,73100,USD,0,Medium
2637,3639,2023,Mid-Level,Full-Time,Data Analyst,115950,USD,0,Medium
2638,3640,2023,Mid-Level,Full-Time,Data Analyst,69570,USD,0,Medium
2639,3641,2023,Senior-Level,Full-Time,Data Science,142300,USD,0,Medium
2640,3642,2023,Senior-Level,Full-Time,Data Science,71200,USD,0,Medium
2641,3643,2023,Mid-Level,Full-Time,Data Science,179000,USD,0,Medium
2642,3644,2023,Mid-Level,Full-Time,Data Science,106500,USD,0,Medium
2643,3645,2023,Senior-Level,Full-Time,Data Analyst,119200,USD,100,Medium
2644,3646,2023,Senior-Level,Full-Time,Data Analyst,86600,USD,100,Medium
2645,3647,2023,Senior-Level,Full-Time,Data Engineer,140544,USD,100,Medium
2646,3648,2023,Senior-Level,Full-Time,Data Engineer,82673,USD,100,Medium
2647,3649,2023,Senior-Level,Full-Time,Business Intelligence Engineer,108350,USD,0,Medium
2648,3650,2023,Senior-Level,Full-Time,Business Intelligence Engineer,78800,USD,0,Medium
2649,3651,2023,Senior-Level,Full-Time,Data Engineer,162540,USD,0,Medium
2650,3652,2023,Senior-Level,Full-Time,Data Engineer,87570,USD,0,Medium
2651,3653,2023,Senior-Level,Full-Time,Data Architect,213600,USD,0,Medium
2652,3654,2023,Senior-Level,Full-Time,Data Architect,103200,USD,0,Medium
2653,3655,2023,Mid-Level,Full-Time,Data Engineer,140000,USD,0,Medium
2654,3656,2023,Mid-Level,Full-Time,Data Engineer,90000,USD,0,Medium
2655,3657,2023,Mid-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2656,3658,2023,Mid-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2657,3659,2023,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
2658,3660,2023,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2659,3661,2023,Mid-Level,Full-Time,Data Scientist,157000,USD,100,Medium
2660,3662,2023,Mid-Level,Full-Time,Data Scientist,144000,USD,100,Medium
2661,3663,2023,Senior-Level,Full-Time,Data Engineer,210000,USD,100,Medium
2662,3664,2023,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
2663,3665,2023,Senior-Level,Full-Time,Data Scientist,179000,USD,0,Medium
2664,3666,2023,Senior-Level,Full-Time,Data Scientist,112000,USD,0,Medium
2665,3667,2023,Senior-Level,Full-Time,Analytics Engineer,221300,USD,100,Medium
2666,3668,2023,Senior-Level,Full-Time,Analytics Engineer,147500,USD,100,Medium
2667,3669,2023,Senior-Level,Full-Time,Data Engineer,179000,USD,0,Medium
2668,3670,2023,Senior-Level,Full-Time,Data Engineer,112000,USD,0,Medium
2669,3671,2023,Senior-Level,Full-Time,Data Science Consultant,116000,USD,0,Medium
2670,3672,2023,Senior-Level,Full-Time,Data Science Consultant,90000,USD,0,Medium
2671,3675,2023,Mid-Level,Full-Time,Data Engineer,130400,USD,0,Medium
2672,3676,2023,Mid-Level,Full-Time,Data Engineer,74500,USD,0,Medium
2673,3677,2023,Senior-Level,Full-Time,Machine Learning Engineer,207700,USD,0,Medium
2674,3678,2023,Senior-Level,Full-Time,Machine Learning Engineer,133700,USD,0,Medium
2675,3679,2023,Senior-Level,Full-Time,Data Analyst,120000,USD,0,Medium
2676,3680,2023,Senior-Level,Full-Time,Data Analyst,100000,USD,0,Medium
2677,3681,2023,Senior-Level,Full-Time,Machine Learning Engineer,247500,USD,0,Medium
2678,3682,2023,Senior-Level,Full-Time,Machine Learning Engineer,172200,USD,0,Medium
2679,3685,2023,Mid-Level,Full-Time,Data Modeler,140000,USD,0,Medium
2680,3686,2023,Mid-Level,Full-Time,Data Modeler,90000,USD,0,Medium
2681,3687,2023,Senior-Level,Full-Time,Research Scientist,260000,USD,0,Medium
2682,3688,2023,Senior-Level,Full-Time,Research Scientist,230000,USD,0,Medium
2683,3689,2023,Senior-Level,Full-Time,Data Modeler,130000,USD,100,Medium
2684,3690,2023,Senior-Level,Full-Time,Data Modeler,110000,USD,100,Medium
2685,3691,2023,Mid-Level,Full-Time,Data Scientist,110000,USD,0,Medium
2686,3692,2023,Mid-Level,Full-Time,Data Scientist,90000,USD,0,Medium
2687,3693,2023,Mid-Level,Full-Time,Data Scientist,310000,USD,0,Medium
2688,3694,2023,Mid-Level,Full-Time,Data Scientist,245000,USD,0,Medium
2689,3695,2023,Mid-Level,Full-Time,Research Scientist,210000,USD,0,Medium
2690,3696,2023,Mid-Level,Full-Time,Research Scientist,160000,USD,0,Medium
2691,3697,2023,Mid-Level,Full-Time,Data Specialist,85000,USD,0,Medium
2692,3698,2023,Mid-Level,Full-Time,Data Specialist,75000,USD,0,Medium
2693,3699,2023,Senior-Level,Full-Time,Machine Learning Engineer,280000,USD,0,Medium
2694,3700,2023,Senior-Level,Full-Time,Machine Learning Engineer,196000,USD,0,Medium
2695,3701,2023,Mid-Level,Full-Time,Machine Learning Engineer,212000,USD,0,Medium
2696,3702,2023,Mid-Level,Full-Time,Machine Learning Engineer,93300,USD,0,Medium
2697,3703,2023,Senior-Level,Full-Time,Data Science,230000,USD,100,Medium
2698,3704,2023,Senior-Level,Full-Time,Data Science,115000,USD,100,Medium
2699,3705,2023,Mid-Level,Full-Time,Data Scientist,75000,USD,0,Medium
2700,3706,2023,Mid-Level,Full-Time,Data Scientist,70000,USD,0,Medium
2701,3707,2023,Senior-Level,Full-Time,Machine Learning Scientist,233500,USD,0,Medium
2702,3708,2023,Senior-Level,Full-Time,Machine Learning Scientist,137500,USD,0,Medium
2703,3709,2023,Mid-Level,Full-Time,Data Scientist,166000,USD,0,Medium
2704,3710,2023,Mid-Level,Full-Time,Data Scientist,73100,USD,0,Medium
2705,3711,2023,Senior-Level,Full-Time,Data Science,176875,USD,0,Medium
2706,3712,2023,Senior-Level,Full-Time,Data Science,84750,USD,0,Medium
2707,3713,2023,Senior-Level,Full-Time,Data Engineer,251250,USD,0,Medium
2708,3714,2023,Senior-Level,Full-Time,Data Engineer,120750,USD,0,Medium
2709,3715,2023,Mid-Level,Full-Time,Data Engineer,106050,USD,0,Medium
2710,3716,2023,Mid-Level,Full-Time,Data Engineer,80420,USD,0,Medium
2711,3717,2023,Mid-Level,Full-Time,Data Scientist,120000,USD,0,Medium
2712,3719,2023,Mid-Level,Full-Time,Data Scientist,147400,USD,0,Medium
2713,3720,2023,Mid-Level,Full-Time,Data Scientist,107682,USD,0,Medium
2714,3721,2023,Senior-Level,Full-Time,Data Analyst,145000,USD,100,Medium
2715,3722,2023,Senior-Level,Full-Time,Data Analyst,95000,USD,100,Medium
2716,3723,2023,Entry-Level,Full-Time,Research Analyst,80000,USD,0,Medium
2717,3724,2023,Entry-Level,Full-Time,Research Analyst,50000,USD,0,Medium
2718,3725,2023,Senior-Level,Full-Time,Data Product Manager,175000,USD,100,Medium
2719,3726,2023,Senior-Level,Full-Time,Data Product Manager,150000,USD,100,Medium
2720,3727,2023,Entry-Level,Full-Time,Data Scientist,33711,USD,0,Medium
2721,3729,2023,Senior-Level,Full-Time,Data Architect,178600,USD,0,Medium
2722,3730,2023,Senior-Level,Full-Time,Data Architect,67200,USD,0,Medium
2723,3731,2023,Entry-Level,Full-Time,Data Analyst,118750,USD,0,Medium
2724,3732,2023,Entry-Level,Full-Time,Data Analyst,106875,USD,0,Medium
2725,3733,2023,Senior-Level,Full-Time,Data Engineer,186000,USD,0,Medium
2726,3734,2023,Senior-Level,Full-Time,Data Engineer,81800,USD,0,Medium
2727,3735,2023,Mid-Level,Full-Time,Data Analyst,142000,USD,0,Medium
2728,3736,2023,Mid-Level,Full-Time,Data Analyst,128000,USD,0,Medium
2729,3737,2023,Senior-Level,Full-Time,Data Analyst,140130,USD,0,Medium
2730,3738,2023,Senior-Level,Full-Time,Data Analyst,84870,USD,0,Medium
2731,3739,2023,Senior-Level,Full-Time,Machine Learning Engineer,262000,USD,0,Medium
2732,3740,2023,Senior-Level,Full-Time,Machine Learning Engineer,186000,USD,0,Medium
2733,3744,2023,Mid-Level,Full-Time,Data Analyst,58500,USD,0,Medium
2734,3745,2023,Entry-Level,Full-Time,Data Analyst,60378,USD,0,Medium
2735,3746,2023,Entry-Level,Full-Time,Data Analyst,49057,USD,0,Medium
2736,3747,2023,Senior-Level,Full-Time,Data Analyst,93918,USD,0,Medium
2737,3748,2023,Senior-Level,Full-Time,Data Analyst,51962,USD,0,Medium
2738,3749,2023,Mid-Level,Full-Time,Business Intelligence Manager,120000,USD,0,Medium
2739,3750,2023,Mid-Level,Full-Time,Business Intelligence Manager,100000,USD,0,Medium
2740,3751,2023,Senior-Level,Full-Time,Data Scientist,205670,USD,0,Medium
2741,3752,2023,Senior-Level,Full-Time,Data Scientist,124233,USD,0,Medium
2742,3753,2023,Senior-Level,Full-Time,Data Engineer,173000,USD,0,Medium
2743,3754,2023,Senior-Level,Full-Time,Data Engineer,140000,USD,0,Medium
2744,3755,2023,Senior-Level,Full-Time,ML Engineer,291500,USD,0,Medium
2745,3756,2023,Senior-Level,Full-Time,ML Engineer,180200,USD,0,Medium
2746,3757,2023,Entry-Level,Full-Time,Data Analyst,28931,USD,0,Medium
2747,3759,2023,Senior-Level,Full-Time,Data Scientist,185000,USD,0,Medium
2748,3760,2023,Senior-Level,Full-Time,Data Scientist,152000,USD,0,Medium
2749,3761,2023,Senior-Level,Full-Time,Machine Learning Engineer,255800,USD,0,Medium
2750,3762,2023,Senior-Level,Full-Time,Machine Learning Engineer,170600,USD,0,Medium
2751,3763,2023,Senior-Level,Full-Time,Data Engineer,146850,USD,0,Medium
2752,3764,2023,Senior-Level,Full-Time,Data Engineer,106800,USD,0,Medium
2753,3765,2023,Mid-Level,Full-Time,Data Engineer,200000,USD,0,Medium
2754,3766,2023,Mid-Level,Full-Time,Data Engineer,117000,USD,0,Medium
2755,3767,2023,Mid-Level,Full-Time,Data Manager,151700,USD,0,Large
2756,3768,2023,Mid-Level,Full-Time,Data Manager,63000,USD,0,Large
2757,3769,2023,Entry-Level,Full-Time,Analytics Engineer,43000,USD,0,Large
2758,3770,2023,Senior-Level,Full-Time,Data Scientist,239900,USD,100,Medium
2759,3771,2023,Senior-Level,Full-Time,Data Scientist,159900,USD,100,Medium
2760,3772,2023,Entry-Level,Full-Time,Data Analyst,162240,USD,0,Medium
2761,3773,2023,Entry-Level,Full-Time,Data Analyst,47840,USD,0,Medium
2762,3774,2023,Senior-Level,Full-Time,Data Engineer,130410,USD,0,Medium
2763,3775,2023,Senior-Level,Full-Time,Data Engineer,92000,USD,0,Medium
2764,3776,2023,Senior-Level,Full-Time,Data Science,270250,USD,0,Medium
2765,3777,2023,Senior-Level,Full-Time,Data Science,144000,USD,0,Medium
2766,3778,2023,Senior-Level,Full-Time,Business Intelligence Analyst,176875,USD,0,Medium
2767,3779,2023,Senior-Level,Full-Time,Business Intelligence Analyst,84750,USD,0,Medium
2768,3780,2023,Mid-Level,Full-Time,Data Analyst,92000,USD,0,Medium
2769,3781,2023,Mid-Level,Full-Time,Data Analyst,69000,USD,0,Medium
2770,3782,2023,Senior-Level,Full-Time,Research Engineer,184800,USD,0,Medium
2771,3783,2023,Senior-Level,Full-Time,Research Engineer,107100,USD,0,Medium
2772,3786,2023,Senior-Level,Full-Time,Data Engineer,333500,USD,0,Medium
2773,3787,2023,Senior-Level,Full-Time,Data Engineer,176000,USD,0,Medium
2774,3788,2023,Senior-Level,Full-Time,Applied Scientist,257400,USD,0,Medium
2775,3789,2023,Senior-Level,Full-Time,Applied Scientist,138600,USD,0,Medium
2776,3790,2023,Mid-Level,Full-Time,Data Analytics Manager,242100,USD,0,Medium
2777,3791,2023,Mid-Level,Full-Time,Data Analytics Manager,116200,USD,0,Medium
2778,3792,2023,Senior-Level,Full-Time,Research Analyst,230000,USD,0,Medium
2779,3793,2023,Senior-Level,Full-Time,Research Analyst,210000,USD,0,Medium
2780,3794,2023,Senior-Level,Full-Time,Data Engineer,114300,USD,0,Medium
2781,3795,2023,Senior-Level,Full-Time,Data Engineer,89600,USD,0,Medium
2782,3796,2023,Entry-Level,Full-Time,Business Intelligence Analyst,85000,USD,0,Medium
2783,3797,2023,Entry-Level,Full-Time,Business Intelligence Analyst,65000,USD,0,Medium
2784,3798,2023,Senior-Level,Full-Time,Machine Learning Engineer,266875,USD,0,Medium
2785,3799,2023,Senior-Level,Full-Time,Machine Learning Engineer,128250,USD,0,Medium
2786,3800,2023,Mid-Level,Full-Time,Data Science,280000,USD,0,Medium
2787,3801,2023,Mid-Level,Full-Time,Data Science,200000,USD,0,Medium
2788,3802,2023,Mid-Level,Full-Time,Data Engineer,180000,USD,0,Medium
2789,3804,2023,Senior-Level,Full-Time,Data Engineer,178492,USD,100,Medium
2790,3805,2023,Senior-Level,Full-Time,Data Engineer,89246,USD,100,Medium
2791,3806,2023,Senior-Level,Full-Time,Data Engineer,245000,USD,100,Medium
2792,3807,2023,Senior-Level,Full-Time,Data Engineer,150000,USD,100,Medium
2793,3808,2023,Senior-Level,Full-Time,Analytics Engineer,155000,USD,0,Medium
2794,3809,2023,Senior-Level,Full-Time,Analytics Engineer,145000,USD,0,Medium
2795,3810,2023,Senior-Level,Full-Time,Machine Learning Engineer,165000,USD,100,Medium
2796,3811,2023,Senior-Level,Full-Time,Machine Learning Engineer,130000,USD,100,Medium
2797,3814,2023,Senior-Level,Full-Time,Data Scientist,280889,USD,0,Medium
2798,3815,2023,Senior-Level,Full-Time,Data Scientist,187259,USD,0,Medium
2799,3816,2023,Mid-Level,Full-Time,Business Intelligence Analyst,130000,USD,100,Medium
2800,3817,2023,Mid-Level,Full-Time,Business Intelligence Analyst,120000,USD,100,Medium
2801,3818,2023,Mid-Level,Full-Time,Data Engineer,185000,USD,100,Medium
2802,3819,2023,Mid-Level,Full-Time,Data Engineer,125000,USD,100,Medium
2803,3820,2023,Senior-Level,Full-Time,Data Engineer,196900,USD,100,Medium
2804,3821,2023,Senior-Level,Full-Time,Data Engineer,186700,USD,100,Medium
2805,3824,2023,Senior-Level,Full-Time,Data Scientist,260000,USD,0,Medium
2806,3825,2023,Senior-Level,Full-Time,Data Scientist,192000,USD,0,Medium
2807,3826,2023,Mid-Level,Full-Time,Data Engineer,205600,USD,0,Large
2808,3827,2023,Mid-Level,Full-Time,Data Engineer,105700,USD,0,Large
2809,3828,2023,Mid-Level,Full-Time,Data Analyst,75000,USD,0,Medium
2810,3830,2023,Senior-Level,Full-Time,Prompt Engineer,230000,USD,0,Medium
2811,3831,2023,Senior-Level,Full-Time,Prompt Engineer,140000,USD,0,Medium
2812,3832,2023,Entry-Level,Full-Time,Data Manager,149800,USD,0,Medium
2813,3833,2023,Entry-Level,Full-Time,Data Manager,85600,USD,0,Medium
2814,3834,2023,Senior-Level,Full-Time,Data Scientist,218000,USD,0,Medium
2815,3835,2023,Senior-Level,Full-Time,Data Scientist,152600,USD,0,Medium
2816,3836,2023,Mid-Level,Full-Time,Business Intelligence Engineer,185000,USD,0,Medium
2817,3837,2023,Mid-Level,Full-Time,Business Intelligence Engineer,165000,USD,0,Medium
2818,3838,2023,Senior-Level,Full-Time,Machine Learning Engineer,224880,USD,0,Medium
2819,3839,2023,Senior-Level,Full-Time,Machine Learning Engineer,121500,USD,0,Medium
2820,3840,2023,Senior-Level,Full-Time,Data Analyst,129000,USD,0,Medium
2821,3841,2023,Senior-Level,Full-Time,Data Analyst,46200,USD,0,Medium
2822,3842,2023,Senior-Level,Full-Time,Data Scientist,272400,USD,0,Medium
2823,3843,2023,Senior-Level,Full-Time,Data Scientist,155600,USD,0,Medium
2824,3844,2023,Mid-Level,Full-Time,Machine Learning Scientist,750000,USD,0,Medium
2825,3845,2023,Mid-Level,Full-Time,Machine Learning Scientist,150000,USD,0,Medium
2826,3848,2023,Entry-Level,Full-Time,Data Analyst,115000,USD,0,Medium
2827,3849,2023,Entry-Level,Full-Time,Data Analyst,95000,USD,0,Medium
2828,3850,2023,Mid-Level,Full-Time,Machine Learning Engineer,750000,USD,0,Medium
2829,3851,2023,Mid-Level,Full-Time,Machine Learning Engineer,150000,USD,0,Medium
2830,3852,2023,Senior-Level,Full-Time,Computer Vision Engineer,351000,USD,0,Medium
2831,3853,2023,Senior-Level,Full-Time,Computer Vision Engineer,171000,USD,0,Medium
2832,3854,2023,Senior-Level,Full-Time,Data Science Lead,272000,USD,0,Medium
2833,3855,2023,Senior-Level,Full-Time,Data Science Lead,170000,USD,0,Medium
2834,3856,2023,Senior-Level,Full-Time,Data Scientist,176000,USD,0,Medium
2835,3857,2023,Senior-Level,Full-Time,Data Scientist,158000,USD,0,Medium
2836,3858,2023,Senior-Level,Full-Time,Data Analyst,135000,USD,100,Medium
2837,3859,2023,Senior-Level,Full-Time,Data Analyst,125000,USD,100,Medium
2838,3860,2023,Mid-Level,Full-Time,Data Science,110000,USD,0,Medium
2839,3861,2023,Mid-Level,Full-Time,Data Science,80000,USD,0,Medium
2840,3862,2023,Senior-Level,Full-Time,ML Engineer,270000,USD,100,Medium
2841,3863,2023,Senior-Level,Full-Time,ML Engineer,232200,USD,100,Medium
2842,3864,2023,Mid-Level,Full-Time,Data Scientist,107000,USD,100,Medium
2843,3865,2023,Mid-Level,Full-Time,Data Scientist,87300,USD,100,Medium
2844,3866,2023,Senior-Level,Full-Time,ML Engineer,230000,USD,0,Medium
2845,3867,2023,Senior-Level,Full-Time,ML Engineer,140000,USD,0,Medium
2846,3868,2023,Mid-Level,Full-Time,Data Analyst,85000,USD,100,Medium
2847,3869,2023,Mid-Level,Full-Time,Data Analyst,61800,USD,100,Medium
2848,3870,2023,Senior-Level,Full-Time,Data Engineer,300000,USD,100,Medium
2849,3871,2023,Senior-Level,Full-Time,Data Engineer,195000,USD,100,Medium
2850,3872,2023,Senior-Level,Full-Time,Machine Learning Engineer,204500,USD,0,Medium
2851,3873,2023,Senior-Level,Full-Time,Machine Learning Engineer,142200,USD,0,Medium
2852,3874,2023,Mid-Level,Full-Time,Data Analyst,107500,USD,0,Medium
2853,3875,2023,Mid-Level,Full-Time,Data Analyst,96750,USD,0,Medium
2854,3876,2023,Mid-Level,Full-Time,Business Intelligence Analyst,153800,USD,100,Medium
2855,3877,2023,Mid-Level,Full-Time,Business Intelligence Analyst,96000,USD,100,Medium
2856,3878,2023,Senior-Level,Full-Time,Data Scientist,204500,USD,0,Medium
2857,3879,2023,Senior-Level,Full-Time,Data Scientist,142200,USD,0,Medium
2858,3880,2023,Senior-Level,Full-Time,Data Engineer,190100,USD,100,Medium
2859,3881,2023,Senior-Level,Full-Time,Data Engineer,131414,USD,100,Medium
2860,3882,2023,Senior-Level,Full-Time,Research Scientist,195500,USD,100,Medium
2861,3883,2023,Senior-Level,Full-Time,Research Scientist,141300,USD,100,Medium
2862,3884,2023,Senior-Level,Full-Time,Research Scientist,165500,USD,100,Medium
2863,3885,2023,Senior-Level,Full-Time,Research Scientist,119600,USD,100,Medium
2864,3886,2023,Senior-Level,Full-Time,Research Scientist,235000,USD,100,Medium
2865,3887,2023,Senior-Level,Full-Time,Research Scientist,169900,USD,100,Medium
2866,3888,2023,Mid-Level,Full-Time,Data Science,235000,USD,100,Medium
2867,3889,2023,Mid-Level,Full-Time,Data Science,169900,USD,100,Medium
2868,3890,2023,Senior-Level,Full-Time,Machine Learning Scientist,200000,USD,0,Medium
2869,3891,2023,Senior-Level,Full-Time,Machine Learning Scientist,135000,USD,0,Medium
2870,3892,2023,Senior-Level,Full-Time,Data Analyst,210000,USD,100,Medium
2871,3893,2023,Senior-Level,Full-Time,Data Analyst,151800,USD,100,Medium
2872,3896,2023,Senior-Level,Full-Time,Analytics Engineer,215500,USD,100,Medium
2873,3897,2023,Senior-Level,Full-Time,Analytics Engineer,155800,USD,100,Medium
2874,3898,2023,Senior-Level,Full-Time,Data Scientist,305600,USD,0,Medium
2875,3899,2023,Senior-Level,Full-Time,Data Scientist,188200,USD,0,Medium
2876,3900,2023,Senior-Level,Full-Time,Data Engineer,180500,USD,0,Medium
2877,3901,2023,Senior-Level,Full-Time,Data Engineer,96200,USD,0,Medium
2878,3904,2023,Entry-Level,Full-Time,Data Analyst,75000,USD,0,Medium
2879,3905,2023,Entry-Level,Full-Time,Data Analyst,47500,USD,0,Medium
2880,3906,2023,Senior-Level,Full-Time,Data Scientist,201700,USD,0,Medium
2881,3907,2023,Senior-Level,Full-Time,Data Scientist,146600,USD,0,Medium
2882,3908,2023,Mid-Level,Full-Time,Data Engineer,133000,USD,0,Medium
2883,3909,2023,Mid-Level,Full-Time,Data Engineer,58400,USD,0,Medium
2884,3910,2023,Senior-Level,Full-Time,AI Product Manager,120000,USD,50,Large
2885,3911,2023,Senior-Level,Full-Time,Data Manager,144300,USD,100,Medium
2886,3912,2023,Senior-Level,Full-Time,Data Manager,104800,USD,100,Medium
2887,3913,2023,Senior-Level,Full-Time,Data Analytics Lead,115920,USD,0,Medium
2888,3914,2023,Senior-Level,Full-Time,Data Analytics Lead,84000,USD,0,Medium
2889,3915,2023,Senior-Level,Full-Time,Data Analyst,146850,USD,0,Medium
2890,3916,2023,Senior-Level,Full-Time,Data Analyst,106800,USD,0,Medium
2891,3917,2023,Entry-Level,Full-Time,Data Engineer,94340,USD,0,Medium
2892,3918,2023,Entry-Level,Full-Time,Data Engineer,81762,USD,0,Medium
2893,3919,2023,Mid-Level,Full-Time,Data Analyst,133000,USD,0,Medium
