,Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
1275,2024,Senior-Level,Full-Time,Data Scientist,153000,USD,100,Medium
1276,2024,Mid-Level,Full-Time,Research Scientist,150000,USD,100,Medium
1277,2024,Mid-Level,Full-Time,Research Scientist,128000,USD,100,Medium
1278,2024,Senior-Level,Full-Time,AI Engineer,195000,USD,100,Medium
1279,2024,Senior-Level,Full-Time,AI Engineer,140000,USD,100,Medium
1280,2024,Mid-Level,Full-Time,Data Engineer,150000,USD,0,Medium
1284,2024,Entry-Level,Full-Time,Research Analyst,200000,USD,0,Medium
1287,2024,Senior-Level,Full-Time,Machine Learning Engineer,137500,USD,0,Medium
1288,2024,Senior-Level,Full-Time,Data Science,170000,USD,0,Medium
1289,2024,Senior-Level,Full-Time,Data Science,130000,USD,0,Medium
1290,2024,Senior-Level,Full-Time,Business Intelligence Analyst,138000,USD,0,Medium
1291,2024,Senior-Level,Full-Time,Business Intelligence Analyst,86000,USD,0,Medium
1292,2024,Mid-Level,Full-Time,Business Intelligence Developer,105000,USD,100,Medium
1293,2024,Mid-Level,Full-Time,Business Intelligence Developer,80000,USD,100,Medium
1294,2024,Mid-Level,Full-Time,Data Product Manager,77000,GBP,0,Medium
1295,2024,Mid-Level,Full-Time,Data Product Manager,60000,GBP,0,Medium
1296,2024,Senior-Level,Full-Time,AI Architect,197500,USD,0,Medium
1297,2024,Senior-Level,Full-Time,AI Architect,132500,USD,0,Medium
1298,2024,Entry-Level,Full-Time,Data Science,90000,USD,0,Medium
1299,2024,Entry-Level,Full-Time,Data Science,80000,USD,0,Medium
1300,2024,Mid-Level,Full-Time,Research Scientist,210000,USD,0,Medium
1301,2024,Mid-Level,Full-Time,Research Scientist,151800,USD,0,Medium
1302,2024,Senior-Level,Full-Time,Data Science,210000,USD,0,Medium
1306,2024,Senior-Level,Full-Time,Machine Learning Engineer,219100,USD,100,Medium
1307,2024,Senior-Level,Full-Time,Machine Learning Engineer,118500,USD,100,Medium
1308,2024,Senior-Level,Full-Time,Business Intelligence Lead,175000,USD,100,Medium
1309,2024,Senior-Level,Full-Time,Business Intelligence Lead,150000,USD,100,Medium
1310,2024,Mid-Level,Full-Time,Data Management Specialist,81530,USD,0,Medium
1311,2024,Mid-Level,Full-Time,Data Management Specialist,69300,USD,0,Medium
1316,2024,Senior-Level,Full-Time,Research Engineer,125000,USD,0,Medium
1317,2024,Senior-Level,Full-Time,Research Engineer,106000,USD,0,Medium
1318,2024,Entry-Level,Full-Time,Data Analyst,75065,USD,100,Medium
1319,2024,Entry-Level,Full-Time,Data Analyst,41419,USD,100,Medium
1322,2024,Mid-Level,Full-Time,Data Analyst,80000,USD,0,Medium
1324,2024,Executive-Level,Full-Time,ML Engineer,238500,USD,0,Medium
1325,2024,Executive-Level,Full-Time,ML Engineer,183400,USD,0,Medium
1326,2024,Mid-Level,Full-Time,Data Scientist,105000,USD,0,Medium
1327,2024,Mid-Level,Full-Time,Data Scientist,70000,USD,0,Medium
1328,2024,Senior-Level,Full-Time,Machine Learning Engineer,225000,USD,100,Medium
1329,2024,Senior-Level,Full-Time,Machine Learning Engineer,162000,USD,100,Medium
1333,2024,Mid-Level,Full-Time,Data Engineer,120000,USD,0,Medium
1336,2024,Entry-Level,Full-Time,Data Operations Associate,72000,USD,0,Medium
1337,2024,Entry-Level,Full-Time,Data Operations Associate,51375,USD,0,Medium
1340,2024,Mid-Level,Full-Time,Data Engineer,75000,USD,0,Medium
1341,2024,Mid-Level,Full-Time,Data Engineer,60000,USD,0,Medium
1342,2024,Mid-Level,Full-Time,Data Engineer,135000,USD,0,Medium
1343,2024,Mid-Level,Full-Time,Data Engineer,113000,USD,0,Medium
1345,2024,Senior-Level,Full-Time,Data Engineer,130000,USD,100,Medium
1346,2024,Mid-Level,Full-Time,Data Science Manager,267100,USD,0,Medium
1347,2024,Mid-Level,Full-Time,Data Science Manager,188500,USD,0,Medium
1348,2024,Senior-Level,Full-Time,Data Scientist,207000,USD,100,Medium
1349,2024,Senior-Level,Full-Time,Data Scientist,149800,USD,100,Medium
1352,2024,Mid-Level,Full-Time,Data Engineer,270250,USD,0,Medium
1353,2024,Mid-Level,Full-Time,Data Engineer,176000,USD,0,Medium
1354,2024,Senior-Level,Full-Time,Machine Learning Engineer,189000,USD,0,Medium
1355,2024,Senior-Level,Full-Time,Machine Learning Engineer,145400,USD,0,Medium
1356,2024,Mid-Level,Full-Time,Machine Learning Engineer,133903,USD,100,Medium
1357,2024,Mid-Level,Full-Time,Machine Learning Engineer,96411,USD,100,Medium
1360,2024,Senior-Level,Full-Time,Business Intelligence,172800,USD,0,Medium
1361,2024,Senior-Level,Full-Time,Business Intelligence,132900,USD,0,Medium
1362,2024,Mid-Level,Full-Time,Research Scientist,165000,USD,0,Medium
1363,2024,Mid-Level,Full-Time,Research Scientist,150000,USD,0,Medium
1365,2024,Senior-Level,Full-Time,Data Scientist,116000,USD,100,Medium
1366,2024,Mid-Level,Full-Time,Data Analyst,98000,USD,100,Medium
1367,2024,Mid-Level,Full-Time,Data Analyst,88000,USD,100,Medium
1369,2024,Mid-Level,Full-Time,Data Analyst,130000,USD,100,Medium
1370,2024,Senior-Level,Full-Time,Data Analyst,174000,USD,100,Medium
1371,2024,Senior-Level,Full-Time,Data Analyst,116000,USD,100,Medium
1372,2024,Senior-Level,Full-Time,Data Engineer,188000,USD,0,Medium
1373,2024,Senior-Level,Full-Time,Data Engineer,144600,USD,0,Medium
1374,2024,Senior-Level,Full-Time,Analytics Engineer,149500,USD,100,Medium
1376,2024,Entry-Level,Full-Time,Business Intelligence Analyst,100000,USD,100,Medium
1377,2024,Entry-Level,Full-Time,Business Intelligence Analyst,90000,USD,100,Medium
1378,2024,Senior-Level,Full-Time,Business Intelligence Engineer,115000,USD,100,Medium
1379,2024,Senior-Level,Full-Time,Business Intelligence Engineer,85000,USD,100,Medium
1380,2024,Entry-Level,Full-Time,Data Management Analyst,80000,USD,100,Medium
1381,2024,Entry-Level,Full-Time,Data Management Analyst,72000,USD,100,Medium
1383,2024,Entry-Level,Full-Time,Data Analyst,76500,USD,0,Medium
1384,2024,Senior-Level,Full-Time,Data Scientist,187165,USD,0,Medium
1385,2024,Senior-Level,Full-Time,Data Scientist,150500,USD,0,Medium
1386,2024,Senior-Level,Full-Time,Data Analyst,134500,USD,0,Medium
1388,2024,Senior-Level,Full-Time,Machine Learning Engineer,274000,USD,100,Medium
1389,2024,Senior-Level,Full-Time,Machine Learning Engineer,245000,USD,100,Medium
1390,2024,Mid-Level,Full-Time,Business Intelligence Manager,263000,USD,0,Medium
1391,2024,Mid-Level,Full-Time,Business Intelligence Manager,207000,USD,0,Medium
1392,2024,Senior-Level,Full-Time,Data Engineer,149076,USD,0,Medium
1393,2024,Senior-Level,Full-Time,Data Engineer,82365,USD,0,Medium
1394,2024,Entry-Level,Full-Time,Data Analyst,90000,USD,100,Medium
1395,2024,Entry-Level,Full-Time,Data Analyst,80000,USD,100,Medium
1396,2024,Executive-Level,Full-Time,Data Engineer,314000,USD,100,Medium
1397,2024,Executive-Level,Full-Time,Data Engineer,201000,USD,100,Medium
1398,2024,Senior-Level,Full-Time,Analytics Engineer,200400,USD,0,Medium
1399,2024,Senior-Level,Full-Time,Analytics Engineer,154100,USD,0,Medium
1400,2024,Senior-Level,Full-Time,Data Analyst,165000,USD,0,Medium
1401,2024,Senior-Level,Full-Time,Data Analyst,142500,USD,0,Medium
1402,2024,Mid-Level,Full-Time,AI Developer,30000,EUR,50,Medium
1403,2024,Senior-Level,Full-Time,Research Engineer,310000,USD,0,Medium
1404,2024,Senior-Level,Full-Time,Research Engineer,270000,USD,0,Medium
1405,2024,Mid-Level,Full-Time,Data Engineer,115000,USD,0,Medium
1407,2024,Senior-Level,Full-Time,Data Engineer,144900,USD,0,Medium
1409,2024,Entry-Level,Full-Time,Research Analyst,84068,USD,0,Medium
1410,2024,Entry-Level,Full-Time,Research Analyst,49452,USD,0,Medium
1411,2024,Senior-Level,Full-Time,Machine Learning Engineer,188500,USD,0,Medium
1412,2024,Senior-Level,Full-Time,Machine Learning Engineer,165100,USD,0,Medium
1413,2024,Senior-Level,Full-Time,Data Engineer,60000,GBP,0,Medium
1414,2024,Senior-Level,Full-Time,Data Engineer,50000,GBP,0,Medium
1415,2024,Mid-Level,Full-Time,Data Operations Specialist,132500,USD,0,Medium
1416,2024,Mid-Level,Full-Time,Data Operations Specialist,88000,USD,0,Medium
1417,2024,Mid-Level,Full-Time,Data Engineer,179900,USD,0,Medium
1418,2024,Mid-Level,Full-Time,Data Engineer,142002,USD,0,Medium
1419,2024,Senior-Level,Full-Time,AI Engineer,287500,USD,0,Medium
1420,2024,Senior-Level,Full-Time,AI Engineer,168000,USD,0,Medium
1425,2024,Senior-Level,Full-Time,Data Engineer,194500,USD,0,Medium
1426,2024,Senior-Level,Full-Time,Data Engineer,146266,USD,0,Medium
1429,2024,Mid-Level,Full-Time,Data Engineer,146100,USD,0,Medium
1430,2024,Mid-Level,Full-Time,Data Engineer,111800,USD,0,Medium
1431,2024,Mid-Level,Full-Time,Data Scientist,145580,USD,100,Medium
1432,2024,Mid-Level,Full-Time,Data Scientist,97060,USD,100,Medium
1435,2024,Entry-Level,Full-Time,Data Operations Analyst,95000,USD,0,Medium
1436,2024,Entry-Level,Full-Time,Data Operations Analyst,76000,USD,0,Medium
1437,2024,Mid-Level,Full-Time,Data Engineer,97000,USD,0,Medium
1438,2024,Mid-Level,Full-Time,Data Engineer,62000,USD,0,Medium
1439,2024,Senior-Level,Full-Time,Data Architect,234000,USD,0,Medium
1440,2024,Senior-Level,Full-Time,Data Architect,146000,USD,0,Medium
1441,2024,Mid-Level,Full-Time,Machine Learning Engineer,177100,USD,0,Medium
1442,2024,Mid-Level,Full-Time,Machine Learning Engineer,130900,USD,0,Medium
1443,2024,Mid-Level,Full-Time,BI Developer,106050,USD,0,Medium
1444,2024,Mid-Level,Full-Time,BI Developer,80420,USD,0,Medium
1447,2024,Mid-Level,Full-Time,Admin & Data Analyst,38000,EUR,100,Large
1450,2024,Mid-Level,Full-Time,Data Science,220000,USD,0,Medium
1451,2024,Mid-Level,Full-Time,Data Science,137500,USD,0,Medium
1453,2024,Mid-Level,Full-Time,Data Engineer,58400,USD,0,Medium
1454,2024,Mid-Level,Full-Time,Analytics Engineer,80000,USD,0,Medium
1455,2024,Mid-Level,Full-Time,Analytics Engineer,75000,USD,0,Medium
1456,2024,Senior-Level,Full-Time,Data Scientist,140000,USD,100,Medium
1457,2024,Senior-Level,Full-Time,Data Scientist,125000,USD,100,Medium
1459,2024,Entry-Level,Full-Time,Data Analyst,55000,USD,0,Medium
1461,2024,Mid-Level,Full-Time,Data Analyst,78000,USD,0,Medium
1462,2024,Executive-Level,Full-Time,AI Engineer,200070,USD,0,Medium
1463,2024,Executive-Level,Full-Time,AI Engineer,107730,USD,0,Medium
1464,2024,Senior-Level,Full-Time,BI Developer,179000,USD,0,Medium
1465,2024,Senior-Level,Full-Time,BI Developer,112000,USD,0,Medium
1466,2024,Mid-Level,Full-Time,Data Engineer,166363,USD,0,Medium
1467,2024,Mid-Level,Full-Time,Data Engineer,103977,USD,0,Medium
1469,2024,Mid-Level,Full-Time,Data Scientist,95000,USD,0,Medium
1470,2024,Senior-Level,Full-Time,Data Engineer,214300,USD,0,Medium
1471,2024,Senior-Level,Full-Time,Data Engineer,108500,USD,0,Medium
1472,2024,Senior-Level,Full-Time,Applied Scientist,266482,USD,0,Medium
1473,2024,Senior-Level,Full-Time,Applied Scientist,166551,USD,0,Medium
1474,2024,Mid-Level,Full-Time,Business Intelligence Developer,90279,USD,0,Medium
1475,2024,Mid-Level,Full-Time,Business Intelligence Developer,67060,USD,0,Medium
1476,2024,Senior-Level,Full-Time,AI Scientist,190000,USD,100,Medium
1477,2024,Senior-Level,Full-Time,AI Scientist,160000,USD,100,Medium
1478,2024,Mid-Level,Full-Time,Data Scientist,212800,USD,0,Large
1479,2024,Mid-Level,Full-Time,Data Scientist,111600,USD,0,Large
1480,2024,Senior-Level,Full-Time,Data Modeler,130000,USD,100,Medium
1481,2024,Senior-Level,Full-Time,Data Modeler,110000,USD,100,Medium
1482,2024,Senior-Level,Full-Time,Data Engineer,190100,USD,100,Medium
1483,2024,Senior-Level,Full-Time,Data Engineer,131414,USD,100,Medium
1484,2024,Senior-Level,Full-Time,Machine Learning Engineer,284400,USD,0,Medium
1485,2024,Senior-Level,Full-Time,Machine Learning Engineer,150700,USD,0,Medium
1486,2024,Senior-Level,Full-Time,Data Architect,166500,CAD,100,Medium
1487,2024,Senior-Level,Full-Time,Data Architect,135000,CAD,100,Medium
1488,2024,Mid-Level,Full-Time,Analytics Engineer,145000,USD,100,Medium
1489,2024,Mid-Level,Full-Time,Analytics Engineer,104000,USD,100,Medium
1491,2024,Senior-Level,Full-Time,Data Engineer,132000,USD,100,Medium
1492,2024,Senior-Level,Full-Time,Data Engineer,234000,USD,0,Medium
1493,2024,Senior-Level,Full-Time,Data Engineer,117000,USD,0,Medium
1494,2024,Mid-Level,Full-Time,Data Engineer,215500,USD,0,Medium
1495,2024,Mid-Level,Full-Time,Data Engineer,121800,USD,0,Medium
1498,2024,Mid-Level,Full-Time,Analytics Engineer,164850,USD,100,Medium
1499,2024,Mid-Level,Full-Time,Analytics Engineer,112000,USD,100,Medium
1500,2024,Senior-Level,Full-Time,Data Engineer,295000,USD,0,Medium
1501,2024,Senior-Level,Full-Time,Data Engineer,235000,USD,0,Medium
1502,2024,Mid-Level,Full-Time,Business Intelligence,150000,USD,0,Medium
1503,2024,Mid-Level,Full-Time,Business Intelligence,100000,USD,0,Medium
1504,2024,Mid-Level,Full-Time,Data Integration Specialist,75000,GBP,100,Medium
1505,2024,Mid-Level,Full-Time,Data Integration Specialist,55000,GBP,100,Medium
1506,2024,Entry-Level,Full-Time,Data Analyst,120000,USD,0,Medium
1507,2024,Entry-Level,Full-Time,Data Analyst,97500,USD,0,Medium
1508,2024,Senior-Level,Full-Time,Computer Vision Engineer,220000,USD,100,Medium
1509,2024,Senior-Level,Full-Time,Computer Vision Engineer,183000,USD,100,Medium
1510,2024,Mid-Level,Full-Time,Data Engineer,205600,USD,0,Large
1511,2024,Mid-Level,Full-Time,Data Engineer,105700,USD,0,Large
1512,2024,Senior-Level,Full-Time,Data Engineer,240500,USD,0,Large
1513,2024,Senior-Level,Full-Time,Data Engineer,123700,USD,0,Large
1514,2024,Senior-Level,Full-Time,Data Infrastructure Engineer,179900,USD,100,Medium
1515,2024,Senior-Level,Full-Time,Data Infrastructure Engineer,135920,USD,100,Medium
1520,2024,Entry-Level,Full-Time,Data Science,86900,USD,0,Medium
1521,2024,Entry-Level,Full-Time,Data Science,60800,USD,0,Medium
1527,2024,Senior-Level,Full-Time,Data Analyst,90000,USD,0,Medium
1528,2024,Senior-Level,Full-Time,Business Intelligence,193000,USD,0,Medium
1529,2024,Senior-Level,Full-Time,Business Intelligence,119000,USD,0,Medium
1530,2024,Senior-Level,Full-Time,Data Scientist,215000,USD,0,Medium
1531,2024,Senior-Level,Full-Time,Data Scientist,146900,USD,0,Medium
1532,2024,Entry-Level,Full-Time,Applied Scientist,166000,USD,100,Medium
1533,2024,Entry-Level,Full-Time,Applied Scientist,104000,USD,100,Medium
1536,2024,Mid-Level,Full-Time,Data Engineer,124000,USD,0,Medium
1538,2024,Mid-Level,Full-Time,Data Scientist,133000,USD,0,Medium
1539,2024,Mid-Level,Full-Time,Data Scientist,58400,USD,0,Medium
1540,2024,Senior-Level,Full-Time,Data Manager,149000,USD,0,Medium
1541,2024,Senior-Level,Full-Time,Data Manager,65300,USD,0,Medium
1542,2024,Senior-Level,Full-Time,Research Engineer,120000,USD,100,Medium
1543,2024,Senior-Level,Full-Time,Research Engineer,100000,USD,100,Medium
1546,2024,Mid-Level,Full-Time,Data Integration Engineer,161250,USD,100,Medium
1547,2024,Mid-Level,Full-Time,Data Integration Engineer,132974,USD,100,Medium
1550,2024,Senior-Level,Full-Time,Data Engineer,90000,GBP,0,Medium
1551,2024,Senior-Level,Full-Time,Data Engineer,49500,GBP,0,Medium
1555,2024,Senior-Level,Full-Time,Data Scientist,100000,USD,0,Medium
1559,2024,Senior-Level,Full-Time,Data Scientist,25000,GBP,0,Medium
1560,2024,Mid-Level,Full-Time,Research Engineer,135000,USD,0,Medium
1561,2024,Mid-Level,Full-Time,Research Engineer,120000,USD,0,Medium
1562,2024,Mid-Level,Full-Time,Data Scientist,155000,USD,0,Medium
1563,2024,Mid-Level,Full-Time,Data Scientist,139000,USD,0,Medium
1566,2024,Mid-Level,Full-Time,Data Engineer,40000,GBP,0,Medium
1568,2024,Senior-Level,Full-Time,Analytics Engineer,720000,USD,0,Medium
1570,2024,Senior-Level,Full-Time,Business Intelligence Engineer,165600,USD,0,Large
1571,2024,Senior-Level,Full-Time,Business Intelligence Engineer,65800,USD,0,Large
1572,2024,Mid-Level,Full-Time,Data Analyst,167000,USD,0,Medium
1573,2024,Mid-Level,Full-Time,Data Analyst,121000,USD,0,Medium
1574,2024,Senior-Level,Full-Time,AI Architect,208000,USD,0,Medium
1575,2024,Senior-Level,Full-Time,AI Architect,177000,USD,0,Medium
1576,2024,Senior-Level,Full-Time,Data Engineer,180000,USD,100,Medium
1577,2024,Senior-Level,Full-Time,Data Engineer,119000,USD,100,Medium
1578,2024,Senior-Level,Full-Time,Data Science,227000,USD,0,Medium
1579,2024,Senior-Level,Full-Time,Data Science,116000,USD,0,Medium
1580,2024,Mid-Level,Full-Time,Data Integration Engineer,130000,USD,0,Medium
1581,2024,Mid-Level,Full-Time,Data Integration Engineer,110000,USD,0,Medium
1582,2024,Mid-Level,Full-Time,Analytics Engineer,220000,USD,0,Medium
1583,2024,Mid-Level,Full-Time,Analytics Engineer,176000,USD,0,Medium
1584,2024,Senior-Level,Full-Time,Research Scientist,440000,USD,0,Medium
1585,2024,Senior-Level,Full-Time,Research Scientist,360000,USD,0,Medium
1586,2024,Mid-Level,Full-Time,Machine Learning Scientist,180000,USD,100,Medium
1587,2024,Mid-Level,Full-Time,Machine Learning Scientist,117000,USD,100,Medium
1588,2024,Mid-Level,Full-Time,Data Analyst,180000,USD,0,Medium
1590,2024,Senior-Level,Full-Time,Data Analytics Lead,155000,USD,0,Medium
1591,2024,Senior-Level,Full-Time,Data Analytics Lead,130000,USD,0,Medium
1592,2024,Senior-Level,Full-Time,Data Analytics Lead,215000,USD,0,Medium
1595,2024,Senior-Level,Full-Time,Data Scientist,120000,USD,0,Medium
1596,2024,Senior-Level,Full-Time,Data Scientist,135000,USD,100,Medium
1598,2024,Executive-Level,Full-Time,Head of Machine Learning,448000,USD,100,Medium
1599,2024,Executive-Level,Full-Time,Head of Machine Learning,373000,USD,100,Medium
1600,2024,Senior-Level,Full-Time,Machine Learning Engineer,195500,USD,100,Medium
1601,2024,Senior-Level,Full-Time,Machine Learning Engineer,141300,USD,100,Medium
1602,2024,Mid-Level,Full-Time,Data Engineer,110000,USD,0,Medium
1603,2024,Mid-Level,Full-Time,Data Engineer,90000,USD,0,Medium
1604,2024,Entry-Level,Full-Time,Data Analyst,70000,USD,100,Medium
1605,2024,Entry-Level,Full-Time,Data Analyst,57000,USD,100,Medium
1606,2024,Mid-Level,Full-Time,Data Architect,44263,GBP,0,Medium
1607,2024,Mid-Level,Full-Time,Data Architect,31396,GBP,0,Medium
1608,2024,Senior-Level,Full-Time,Data Scientist,191027,USD,0,Medium
1609,2024,Senior-Level,Full-Time,Data Scientist,99445,USD,0,Medium
1614,2024,Senior-Level,Full-Time,Data Scientist,204200,USD,0,Medium
1615,2024,Senior-Level,Full-Time,Data Scientist,122600,USD,0,Medium
1616,2024,Entry-Level,Full-Time,Data Science,110400,USD,0,Medium
1617,2024,Entry-Level,Full-Time,Data Science,68000,USD,0,Medium
1620,2024,Mid-Level,Full-Time,Data Science,179000,USD,0,Medium
1621,2024,Mid-Level,Full-Time,Data Science,106500,USD,0,Medium
1624,2024,Senior-Level,Full-Time,Data Analytics Lead,398900,USD,0,Medium
1625,2024,Senior-Level,Full-Time,Data Analytics Lead,239300,USD,0,Medium
1626,2024,Executive-Level,Full-Time,Head of Machine Learning,438000,USD,0,Medium
1627,2024,Executive-Level,Full-Time,Head of Machine Learning,245000,USD,0,Medium
1629,2024,Senior-Level,Full-Time,Data Scientist,105301,USD,100,Medium
1632,2024,Senior-Level,Full-Time,Research Scientist,340000,USD,100,Medium
1638,2024,Senior-Level,Full-Time,Data Science,157900,USD,100,Medium
1639,2024,Senior-Level,Full-Time,Data Science,105300,USD,100,Medium
1643,2024,Entry-Level,Full-Time,Data Analyst,70000,USD,0,Medium
1645,2024,Senior-Level,Full-Time,Data Scientist,105000,USD,100,Medium
1648,2024,Mid-Level,Full-Time,Analytics Engineer,221500,USD,0,Medium
1649,2024,Mid-Level,Full-Time,Analytics Engineer,153000,USD,0,Medium
1650,2024,Entry-Level,Full-Time,Data Analyst,55000,GBP,0,Medium
1651,2024,Entry-Level,Full-Time,Data Analyst,50000,GBP,0,Medium
1658,2024,Entry-Level,Full-Time,Data Analyst,77000,USD,100,Medium
1659,2024,Entry-Level,Full-Time,Data Analyst,66000,USD,100,Medium
1660,2024,Senior-Level,Full-Time,Machine Learning Engineer,315000,USD,100,Medium
1661,2024,Senior-Level,Full-Time,Machine Learning Engineer,250000,USD,100,Medium
1662,2024,Senior-Level,Full-Time,Machine Learning Engineer,190000,USD,100,Medium
1663,2024,Senior-Level,Full-Time,Machine Learning Engineer,105301,USD,100,Medium
1667,2024,Senior-Level,Full-Time,Data Analyst,165900,USD,0,Medium
1668,2024,Executive-Level,Full-Time,Data Analyst,55000,GBP,0,Medium
1669,2024,Executive-Level,Full-Time,Data Analyst,50000,GBP,0,Medium
1671,2024,Mid-Level,Full-Time,Analytics Engineer,100000,USD,0,Medium
1672,2024,Mid-Level,Full-Time,Data Engineer,220000,USD,100,Medium
1673,2024,Mid-Level,Full-Time,Data Engineer,206000,USD,100,Medium
1674,2024,Executive-Level,Full-Time,Head of Data,263000,USD,0,Medium
1675,2024,Executive-Level,Full-Time,Head of Data,236000,USD,0,Medium
1676,2024,Mid-Level,Full-Time,Data Engineer,203500,USD,100,Medium
1677,2024,Mid-Level,Full-Time,Data Engineer,148000,USD,100,Medium
1681,2024,Mid-Level,Full-Time,Data Engineer,84000,USD,0,Medium
1682,2024,Entry-Level,Full-Time,Research Analyst,79300,USD,0,Medium
1683,2024,Entry-Level,Full-Time,Research Analyst,42700,USD,0,Medium
1684,2024,Senior-Level,Full-Time,Data Scientist,103500,USD,0,Medium
1685,2024,Senior-Level,Full-Time,Data Scientist,72500,USD,0,Medium
1686,2024,Senior-Level,Full-Time,Research Scientist,201000,USD,0,Medium
1687,2024,Senior-Level,Full-Time,Research Scientist,103300,USD,0,Medium
1688,2024,Senior-Level,Full-Time,Machine Learning Engineer,196350,USD,100,Medium
1689,2024,Senior-Level,Full-Time,Machine Learning Engineer,127500,USD,100,Medium
1690,2024,Senior-Level,Full-Time,Data Engineer,143706,USD,100,Medium
1691,2024,Senior-Level,Full-Time,Data Engineer,84533,USD,100,Medium
1692,2024,Mid-Level,Full-Time,Analytics Engineer,172100,USD,0,Medium
1693,2024,Mid-Level,Full-Time,Analytics Engineer,97400,USD,0,Medium
1694,2024,Mid-Level,Full-Time,Data Scientist,159000,USD,0,Medium
1695,2024,Mid-Level,Full-Time,Data Scientist,106000,USD,0,Medium
1696,2024,Mid-Level,Full-Time,Data Scientist,104922,USD,0,Medium
1697,2024,Mid-Level,Full-Time,Data Scientist,72360,USD,0,Medium
1698,2024,Entry-Level,Full-Time,Data Analyst,106000,USD,0,Medium
1699,2024,Entry-Level,Full-Time,Data Analyst,66000,USD,0,Medium
1700,2024,Senior-Level,Full-Time,Data Scientist,255000,USD,0,Medium
1701,2024,Senior-Level,Full-Time,Data Scientist,199000,USD,0,Medium
1702,2024,Senior-Level,Full-Time,Business Intelligence Engineer,167500,USD,0,Medium
1703,2024,Senior-Level,Full-Time,Business Intelligence Engineer,106500,USD,0,Medium
1705,2024,Senior-Level,Full-Time,Data Scientist,104000,USD,100,Medium
1706,2024,Senior-Level,Full-Time,Data Analyst,166000,USD,0,Medium
1707,2024,Senior-Level,Full-Time,Data Analyst,73100,USD,0,Medium
1708,2024,Senior-Level,Full-Time,AI Engineer,230000,USD,0,Medium
1709,2024,Senior-Level,Full-Time,AI Engineer,150000,USD,0,Medium
1711,2024,Senior-Level,Full-Time,Data Scientist,130500,USD,0,Medium
1716,2024,Senior-Level,Full-Time,Data Engineer,230000,USD,0,Medium
1719,2024,Mid-Level,Full-Time,Data Engineer,90800,USD,0,Medium
1720,2024,Mid-Level,Full-Time,Data Engineer,125000,USD,100,Medium
1721,2024,Mid-Level,Full-Time,Data Engineer,100000,USD,100,Medium
1731,2024,Senior-Level,Full-Time,Machine Learning Engineer,166000,USD,0,Medium
1732,2024,Mid-Level,Full-Time,Analytics Engineer,150000,USD,100,Medium
1733,2024,Mid-Level,Full-Time,Analytics Engineer,135000,USD,100,Medium
1734,2024,Entry-Level,Full-Time,Data Scientist,104500,USD,0,Medium
1735,2024,Entry-Level,Full-Time,Data Scientist,76000,USD,0,Medium
1736,2024,Mid-Level,Full-Time,Data Engineer,105000,USD,0,Medium
1739,2024,Senior-Level,Full-Time,Data Scientist,115500,USD,100,Medium
1744,2024,Senior-Level,Full-Time,Research Scientist,484000,USD,100,Medium
1745,2024,Senior-Level,Full-Time,Research Scientist,164000,USD,100,Medium
1746,2024,Mid-Level,Full-Time,Data Scientist,144650,USD,0,Medium
1747,2024,Mid-Level,Full-Time,Data Scientist,86800,USD,0,Medium
1748,2024,Senior-Level,Full-Time,Data Scientist,720000,USD,0,Medium
1751,2024,Mid-Level,Full-Time,Business Intelligence Analyst,42000,GBP,50,Large
1752,2024,Entry-Level,Full-Time,Business Intelligence,142000,USD,0,Medium
1753,2024,Entry-Level,Full-Time,Business Intelligence,70000,USD,0,Medium
1754,2024,Mid-Level,Full-Time,Business Intelligence,146851,USD,0,Medium
1755,2024,Mid-Level,Full-Time,Business Intelligence,94000,USD,0,Medium
1756,2024,Senior-Level,Full-Time,Business Intelligence,260000,USD,0,Medium
1757,2024,Senior-Level,Full-Time,Business Intelligence,180000,USD,0,Medium
1760,2024,Senior-Level,Full-Time,Business Intelligence,105000,USD,0,Medium
1761,2024,Senior-Level,Full-Time,Business Intelligence,70000,USD,0,Medium
1763,2024,Mid-Level,Full-Time,Business Intelligence,140000,USD,100,Medium
1764,2024,Senior-Level,Full-Time,Data Analytics Lead,342400,USD,0,Medium
1765,2024,Senior-Level,Full-Time,Data Analytics Lead,205400,USD,0,Medium
1766,2024,Entry-Level,Full-Time,Data Science,70000,EUR,0,Medium
1767,2024,Entry-Level,Full-Time,Data Science,65000,EUR,0,Medium
1768,2024,Mid-Level,Full-Time,Data Science,138000,USD,0,Medium
1769,2024,Mid-Level,Full-Time,Data Science,86000,USD,0,Medium
1774,2024,Senior-Level,Full-Time,Data Scientist,250000,USD,0,Medium
1775,2024,Senior-Level,Full-Time,Data Scientist,218750,USD,0,Medium
1780,2024,Senior-Level,Full-Time,Data Scientist,247600,USD,0,Large
1781,2024,Senior-Level,Full-Time,Data Scientist,127300,USD,0,Large
1784,2024,Mid-Level,Full-Time,Analytics Engineer,200400,USD,0,Medium
1785,2024,Mid-Level,Full-Time,Analytics Engineer,154100,USD,0,Medium
1786,2024,Entry-Level,Full-Time,Data Analyst,26800,GBP,0,Medium
1792,2024,Mid-Level,Full-Time,Data Engineer,114000,USD,100,Medium
1793,2024,Mid-Level,Full-Time,Data Engineer,68000,USD,100,Medium
